Sample ID,Community,pH,Temp,EC,TDS,Na+,K+,Mg2+,Ca2+,Cl-,SO42-,HCO3-,NO3-,F-
,,7.69,29.45,431.56,201.19,9.23,82.39,46.16,41.70,10.03,5.28,252.02,48.60,11.48
,,9.50,29.51,643.06,289.33,8.01,10.75,62.92,7.77,11.74,20.88,139.45,77.83,5.61
,,6.87,29.16,380.77,277.77,6.78,49.66,59.73,28.64,8.59,33.38,149.57,28.58,17.18
,,6.43,28.23,714.25,344.47,10.85,91.98,52.65,34.68,13.33,21.58,400.42,37.20,13.47
,,9.44,29.23,265.16,249.91,7.81,12.77,42.44,25.22,9.82,41.25,347.48,47.16,0.38
,,8.00,28.64,602.17,321.40,11.12,90.90,57.73,30.07,4.45,8.60,331.94,39.33,2.19
,,8.20,27.83,349.22,280.07,9.28,18.30,56.69,21.00,5.36,19.85,205.07,77.75,2.95
,,7.80,25.39,752.19,372.61,3.98,9.84,49.85,2.36,3.44,32.55,379.55,63.41,10.53
,,8.21,25.45,382.92,322.38,2.21,27.89,66.75,10.63,11.71,11.23,246.50,69.05,8.40
,,8.48,28.21,408.72,353.12,3.45,94.43,48.73,5.06,12.33,0.62,359.21,88.24,13.66
,,7.65,28.62,268.81,390.63,1.84,85.86,43.15,33.33,5.91,21.82,353.80,13.33,15.44
,,8.14,29.30,732.73,401.41,4.71,6.31,36.69,7.82,7.39,35.56,393.90,37.41,0.54
,,7.53,25.59,298.90,344.54,10.88,79.19,31.25,41.06,10.31,15.76,65.37,54.20,4.99
,,7.84,26.44,592.78,234.04,2.68,9.61,59.25,1.10,12.14,35.08,164.23,2.57,18.75
,,7.30,28.08,706.93,241.03,8.59,103.20,2.18,0.33,0.89,12.78,251.77,3.38,18.89
,,8.89,28.36,349.45,283.96,0.31,48.41,20.20,10.17,10.78,22.12,105.51,86.98,11.80
,,8.65,29.75,725.04,393.38,9.72,115.91,40.03,6.53,7.98,20.16,157.12,43.86,8.55
,,6.61,27.44,512.67,307.73,4.40,31.04,16.30,20.38,2.60,27.99,372.08,22.80,14.59
,,7.30,26.99,752.55,328.63,7.81,31.28,2.64,0.30,0.88,29.65,176.04,9.87,13.94
,,7.41,28.32,572.42,396.39,8.35,16.99,2.15,36.62,4.85,26.99,364.36,88.47,2.27
,,7.72,29.62,663.67,406.83,4.19,101.96,2.50,42.42,13.54,15.33,321.10,29.01,3.54
,,9.44,27.58,321.10,307.37,2.33,20.72,48.15,19.90,9.04,23.70,212.47,9.05,12.69
,,9.29,28.72,670.00,404.92,9.14,67.73,49.04,17.29,7.34,20.82,294.91,83.18,11.52
,,6.53,28.34,483.27,385.23,10.83,67.99,12.73,5.15,4.56,1.96,397.44,12.23,16.66
,,6.45,25.78,347.20,407.82,0.13,110.58,65.89,8.82,14.05,19.34,285.48,77.84,0.43
,,7.09,28.79,431.82,209.85,5.91,76.11,3.07,24.96,14.19,10.37,105.42,39.83,1.10
,,8.58,29.34,311.58,264.37,7.16,22.37,24.92,33.57,0.91,39.49,242.56,73.21,6.27
,,9.21,28.30,475.30,354.89,2.81,73.75,59.42,8.33,9.52,2.64,120.24,56.63,5.13
,,9.54,25.99,541.78,399.50,0.87,24.63,3.18,26.93,12.54,41.15,308.80,34.87,16.14
,,7.57,26.41,536.50,204.78,4.14,76.94,44.12,35.86,8.64,8.74,358.77,78.02,0.02
,,8.01,27.96,602.67,305.88,6.11,39.60,18.90,2.53,12.12,26.52,307.54,66.34,1.76
,,9.12,26.48,291.34,313.16,3.02,76.66,47.12,10.90,13.59,31.78,338.15,79.92,10.17
,,8.92,29.10,314.95,374.44,1.30,74.21,1.19,2.36,5.31,18.16,137.65,5.34,11.85
,,7.40,26.63,712.65,190.45,0.39,22.23,65.05,41.22,14.00,34.72,189.40,62.26,11.54
,,8.62,29.55,780.00,401.51,8.27,75.14,23.76,31.33,2.29,38.97,122.18,44.82,14.30
,,7.57,26.50,646.76,292.27,3.16,95.68,45.49,41.46,6.65,32.29,225.62,12.25,0.30
,,8.22,28.43,777.89,290.18,5.95,36.30,48.15,37.88,11.64,28.85,258.97,73.06,9.89
,,7.24,27.75,786.91,256.82,10.98,58.24,12.12,20.35,6.31,25.80,337.41,40.92,4.46
,,7.51,28.87,771.07,264.09,11.22,73.03,35.81,38.88,4.83,0.91,330.27,47.79,18.19
,,7.49,25.81,622.51,374.43,8.88,70.10,34.08,24.73,1.75,18.49,222.89,39.20,7.77
,,7.08,25.82,620.11,235.85,6.93,50.80,43.96,20.97,4.21,33.45,193.87,43.85,4.83
,,9.05,27.76,476.49,301.29,5.45,83.87,31.37,27.76,12.68,36.33,266.05,66.96,16.63
,,8.44,28.47,727.91,333.01,0.80,77.28,56.29,7.11,5.00,34.04,255.86,78.02,16.01
,,8.61,27.74,568.88,191.54,10.82,95.01,9.37,31.37,9.01,31.64,177.94,21.49,4.33
,,6.83,26.85,778.54,203.49,5.65,106.26,49.80,7.58,8.89,39.55,275.58,45.76,4.68
,,8.84,26.78,663.40,195.09,1.03,104.95,63.99,37.66,7.03,10.86,306.09,84.73,11.26
,,7.71,29.25,395.15,311.48,8.22,20.60,59.23,32.42,14.49,33.42,317.18,27.41,8.67
,,7.66,28.06,707.45,198.05,8.59,40.71,19.31,7.89,6.51,6.91,139.91,56.49,15.29
,,7.88,28.88,624.49,236.91,6.30,82.10,61.90,14.61,8.73,17.21,176.37,18.58,1.49
,,8.23,25.44,781.96,283.71,11.04,58.18,21.13,0.24,6.49,24.51,260.77,43.59,18.15
,,7.63,27.86,497.92,296.44,0.36,51.50,10.22,35.04,9.94,16.00,252.00,34.95,10.64
,,8.23,28.22,749.03,284.66,10.10,44.78,19.81,27.98,1.18,9.77,370.31,5.62,13.16
,,7.50,29.02,633.20,185.43,4.93,10.36,67.78,1.00,0.89,26.45,195.84,70.92,12.07
,,9.28,30.05,477.55,381.04,0.35,43.62,22.38,4.74,9.96,37.71,308.31,83.80,10.77
,,7.92,28.38,605.48,359.40,7.59,48.96,39.38,7.64,10.54,3.82,302.73,36.15,19.42
,,9.10,29.25,761.37,370.32,10.42,71.64,30.45,13.32,5.56,3.99,358.28,83.34,19.36
,,7.66,28.72,618.82,358.61,11.13,50.24,3.92,11.42,12.28,12.61,111.92,34.00,11.47
,,7.21,27.29,585.32,266.27,3.72,17.62,41.26,28.06,1.85,16.05,345.86,11.98,0.44
,,9.12,26.68,479.86,198.90,9.09,107.13,44.09,25.89,4.51,39.58,63.08,87.79,14.38
,,7.60,28.68,463.04,396.27,10.42,72.37,38.21,10.01,5.41,22.06,140.24,86.13,15.03
,,9.30,28.07,485.86,354.01,6.33,109.50,30.13,2.69,6.52,19.23,372.88,24.07,14.21
,,8.59,29.17,539.75,378.72,5.86,93.45,20.99,27.26,8.77,10.46,200.02,71.39,10.52
,,6.69,25.89,412.80,406.26,5.52,117.34,15.30,25.17,10.27,24.65,216.54,26.68,3.47
,,8.64,25.46,738.89,273.62,10.37,7.98,59.01,11.47,13.60,4.01,319.58,37.95,10.67
,,7.36,27.86,697.31,199.89,5.83,32.44,49.52,37.54,11.98,24.70,318.84,71.47,11.00
,,6.47,28.97,282.12,287.92,1.53,43.00,44.11,41.98,10.78,8.83,341.10,25.20,5.45
,,9.38,28.36,386.66,232.83,2.35,7.36,30.07,16.02,11.59,28.54,101.80,50.29,2.94
,,7.08,29.81,486.65,336.60,5.70,31.55,64.46,12.37,9.27,26.48,148.21,64.54,2.37
,,8.97,28.88,712.09,187.14,2.66,92.64,18.26,11.74,8.76,7.14,135.59,24.02,2.43
,,6.61,26.26,716.85,210.05,9.91,9.23,17.08,6.77,2.45,32.74,354.39,15.11,8.12
,,8.54,27.22,391.41,219.84,5.78,90.62,19.74,22.08,2.70,7.64,279.54,59.16,7.77
,,7.91,26.71,791.89,322.03,1.67,12.04,32.54,18.60,14.13,22.18,102.34,9.33,10.04
,,9.50,28.59,762.99,286.19,0.34,17.29,63.30,3.67,6.17,22.39,98.71,77.24,6.19
,,6.57,26.60,739.41,407.89,0.58,47.39,0.72,22.00,3.97,4.91,226.24,4.28,3.07
,,7.62,29.18,699.93,377.56,7.82,114.06,24.20,26.53,5.14,23.09,151.15,51.84,13.59
,,6.63,25.23,311.30,392.77,6.71,19.31,7.79,18.12,12.66,39.78,153.76,4.52,18.29
,,6.69,25.24,405.17,332.62,11.09,33.37,68.33,38.73,10.66,34.93,373.59,43.98,6.75
,,9.31,29.67,676.37,311.22,2.62,116.89,22.78,31.85,0.52,19.01,266.93,2.51,0.22
,,8.33,29.00,460.49,314.60,8.67,72.34,15.90,23.85,1.26,23.50,280.85,28.55,9.15
,,7.53,26.16,506.91,303.99,1.31,9.16,7.10,4.68,5.95,13.75,382.24,82.05,9.74
,,8.50,29.19,634.71,269.43,3.90,21.56,9.78,19.23,5.61,16.20,157.62,84.00,14.41
,,7.15,27.47,438.05,386.97,5.31,69.15,2.03,27.80,5.14,3.89,67.17,73.01,14.01
,,6.66,25.54,521.57,317.94,10.15,109.04,54.76,31.90,3.77,25.41,301.90,14.16,0.72
,,8.74,28.69,369.58,375.64,5.23,105.26,26.37,7.86,13.93,14.74,221.20,39.72,14.36
,,9.04,26.51,657.73,311.34,3.73,45.85,40.68,4.12,9.05,16.54,115.62,60.82,0.62
,,6.66,29.70,743.90,235.79,10.28,79.65,17.79,35.69,0.81,29.16,288.44,41.00,1.76
,,6.56,26.86,632.39,196.02,1.32,101.95,0.76,33.99,10.42,23.44,296.22,40.81,11.90
,,6.73,29.21,628.64,333.48,1.63,102.44,22.73,17.66,7.05,10.13,213.67,63.98,12.80
,,9.01,29.31,486.79,299.00,1.91,35.21,35.36,11.75,6.75,29.88,246.49,12.55,13.95
,,7.50,27.95,432.88,331.35,1.17,97.48,20.97,10.88,11.40,17.89,160.19,65.97,12.18
,,7.65,26.82,283.37,272.49,9.67,74.35,63.86,4.38,10.39,4.91,159.42,11.14,2.31
,,7.31,29.80,779.52,299.74,2.16,84.60,18.48,39.34,5.51,22.60,125.46,45.04,16.36
,,7.29,25.28,304.63,300.50,4.97,103.34,6.05,14.66,11.21,13.65,226.29,16.36,5.85
,,6.65,28.90,409.95,232.32,4.67,82.11,35.15,3.67,11.75,5.76,128.30,42.15,1.13
,,8.43,27.98,737.71,245.11,1.98,69.84,51.31,8.49,3.61,36.75,387.44,3.05,8.59
,,7.68,28.56,611.74,283.61,4.69,31.07,45.96,16.83,0.92,4.55,115.05,80.99,11.84
,,9.00,28.57,412.83,314.45,2.98,87.88,60.52,30.05,13.70,12.44,217.87,61.27,9.47
,,9.04,27.82,531.47,263.47,3.34,92.66,53.40,38.00,11.78,30.09,390.27,33.45,0.72
,,8.24,28.03,774.73,377.17,6.54,63.07,32.13,23.82,12.21,8.77,144.98,28.52,0.36
,,8.95,29.39,394.67,269.27,9.53,64.15,22.88,19.13,7.38,25.99,308.75,46.14,16.95
,,6.79,27.78,641.79,282.72,9.26,99.04,39.93,21.71,8.76,29.68,350.89,51.92,18.15
,,7.75,28.34,300.14,251.98,9.34,98.48,35.18,34.10,5.67,9.52,327.68,54.08,15.16
,,6.48,28.67,567.68,358.00,9.89,117.37,63.78,6.67,14.52,30.42,75.33,67.21,12.40
,,7.30,27.95,414.07,366.57,11.20,101.02,28.94,3.11,2.22,15.06,344.71,75.12,9.96
,,6.75,27.32,358.29,334.12,9.74,16.88,46.69,18.70,10.52,24.71,199.20,21.90,12.89
,,6.59,26.05,718.44,306.27,3.29,40.11,36.47,38.77,8.18,20.95,83.33,21.82,3.56
,,8.18,28.65,357.85,260.58,7.57,12.32,4.58,0.71,10.97,28.85,305.80,33.15,2.04
,,9.00,29.04,300.78,246.73,2.48,86.09,49.61,6.29,3.09,38.80,343.83,70.71,10.45
,,8.80,27.33,783.07,392.63,4.84,89.69,64.31,14.86,0.63,27.59,272.79,22.59,16.01
,,9.35,27.54,303.29,377.87,3.94,18.93,33.80,39.37,11.71,30.07,116.89,47.19,0.83
,,9.15,28.16,458.55,197.34,1.07,29.35,4.87,36.91,7.66,31.12,154.40,23.31,15.21
,,9.27,29.22,318.72,285.59,7.42,49.66,20.04,5.63,10.38,28.07,280.16,12.71,6.38
,,7.05,27.45,340.58,321.41,9.15,81.81,1.94,14.46,12.67,17.89,192.80,19.33,6.28
,,7.48,26.22,517.94,397.65,5.04,61.88,24.96,43.18,6.62,26.94,143.90,11.67,8.27
,,9.31,29.80,605.78,282.90,5.56,101.85,41.06,39.17,6.42,40.32,64.70,89.32,8.16
,,6.57,27.74,555.31,396.25,2.93,52.79,46.46,23.08,9.76,31.55,109.86,51.92,6.80
,,7.13,26.48,311.00,230.71,2.65,22.41,4.82,4.11,5.45,35.55,363.34,9.14,3.10
,,6.62,26.84,786.88,211.70,5.67,109.74,63.60,24.56,10.69,1.47,385.55,64.98,13.92
,,8.49,27.08,514.00,360.30,3.47,64.09,10.95,0.39,11.51,40.20,381.49,4.30,4.58
,,8.14,27.22,569.24,271.14,10.96,89.92,29.20,35.60,3.43,2.09,207.33,21.26,12.94
,,7.58,25.93,775.35,253.72,5.70,60.12,17.89,6.25,7.72,9.06,223.20,43.74,0.38
,,7.86,25.27,665.44,228.42,9.22,52.36,53.85,23.64,7.36,15.56,177.25,74.67,11.48
,,7.36,26.13,321.31,388.19,6.22,78.01,39.15,9.28,13.05,5.23,117.20,46.22,7.81
,,6.46,25.23,343.90,391.90,4.71,8.67,28.88,41.13,13.92,34.76,186.41,72.92,19.15
,,7.05,28.29,335.06,343.98,7.38,36.41,18.35,3.68,3.01,26.33,70.26,31.11,7.82
,,8.25,29.42,370.38,271.18,5.71,96.71,18.09,42.82,6.89,33.02,128.91,43.98,15.88
,,8.30,25.22,424.46,201.87,5.97,101.32,23.68,15.63,10.80,3.75,117.65,61.25,12.14
,,9.52,28.90,469.13,393.01,0.11,62.47,18.25,35.37,7.01,9.70,129.13,13.88,6.14
,,6.99,27.78,456.08,197.44,1.98,77.82,24.94,15.04,3.05,36.24,334.10,13.41,3.28
,,6.83,26.72,722.71,377.83,2.83,115.53,10.50,24.32,6.05,34.68,253.24,46.99,6.27
,,7.61,26.60,554.38,381.45,7.04,55.45,52.59,3.17,8.59,2.54,222.73,57.02,12.73
,,9.08,25.47,465.49,308.94,4.26,82.44,12.79,37.64,9.51,13.75,85.88,2.59,14.16
,,8.67,25.41,446.77,335.29,1.26,87.99,23.50,31.21,6.72,6.94,346.14,31.64,5.80
,,9.38,28.77,702.07,234.11,3.39,99.15,17.96,37.81,2.52,35.61,266.75,67.86,15.77
,,7.10,28.28,753.13,405.62,10.69,38.96,67.83,2.68,9.23,24.57,218.31,5.62,9.00
,,9.27,28.60,712.78,361.40,0.91,64.77,55.33,17.95,5.28,41.92,349.65,72.65,9.41
,,9.06,27.35,305.07,300.44,7.66,95.38,0.61,39.24,14.67,25.37,93.01,52.29,3.19
,,6.60,26.40,721.48,301.76,5.73,45.49,44.00,38.83,2.77,27.19,353.28,11.48,4.82
,,8.54,29.81,683.38,233.34,1.16,37.52,49.49,43.03,4.40,13.77,268.63,5.02,5.42
,,7.73,29.31,408.89,207.57,9.47,91.08,30.67,18.98,3.35,7.49,346.92,24.96,14.28
,,7.23,26.57,787.63,380.64,1.03,36.58,12.05,42.02,12.67,10.18,320.86,66.36,15.79
,,6.97,27.65,363.85,297.55,3.73,26.35,51.53,3.36,9.81,18.44,299.03,23.87,10.47
,,8.89,25.22,572.42,226.73,1.04,87.47,31.96,39.37,4.24,15.90,156.51,82.43,4.14
,,8.59,27.32,556.32,205.37,0.87,17.81,26.39,34.47,5.79,40.94,120.00,50.06,3.56
,,7.58,25.58,373.10,314.30,1.45,73.03,41.64,23.78,0.58,41.36,154.88,32.04,12.93
,,7.94,26.29,504.01,330.75,10.12,62.24,28.73,15.14,0.43,32.93,347.73,44.96,6.21
,,7.21,27.27,421.78,363.60,3.49,30.81,61.19,24.44,9.69,5.70,311.58,48.46,10.56
,,6.71,26.42,674.33,403.01,9.63,37.41,66.01,32.35,11.32,27.24,124.75,91.01,4.48
,,8.49,27.25,408.04,265.21,2.35,81.82,32.87,33.82,3.95,32.79,383.00,43.09,18.52
,,8.77,26.44,677.13,357.77,9.83,104.78,2.25,32.46,0.80,7.53,312.85,50.12,11.90
,,8.13,29.16,626.92,203.04,6.78,8.32,30.60,41.01,4.86,27.82,91.38,34.07,15.31
,,6.45,25.72,721.75,230.46,3.19,65.02,25.38,3.03,6.35,12.86,87.43,36.32,11.33
,,6.55,29.86,300.33,363.74,8.12,90.66,46.69,14.40,3.01,33.61,398.35,34.37,1.31
,,8.95,28.27,366.67,301.24,0.95,117.03,30.17,31.94,6.24,29.98,274.25,3.39,15.39
,,8.66,29.75,743.68,272.49,0.87,14.07,42.29,25.32,7.52,30.15,378.48,29.07,17.86
,,6.58,27.61,421.66,194.90,0.11,106.97,3.46,9.99,0.55,7.64,330.19,7.38,10.82
,,9.39,25.28,776.08,219.48,9.64,70.20,26.35,24.25,9.50,28.46,304.32,44.62,3.62
,,9.52,25.94,642.37,365.44,2.57,53.35,29.06,18.79,2.15,5.12,305.89,2.95,19.35
,,6.44,28.73,532.85,264.83,2.69,39.96,1.80,18.41,1.64,1.28,109.65,19.11,0.05
,,9.21,26.72,284.98,349.93,3.40,6.64,17.21,28.26,7.75,28.24,247.42,13.14,6.33
,,8.52,29.39,268.54,283.85,5.09,116.24,45.76,1.73,8.56,24.74,66.93,28.09,11.59
,,9.54,25.74,742.78,291.51,6.61,75.94,59.72,34.54,9.87,23.46,335.31,44.41,4.06
,,7.34,29.98,739.46,233.94,5.26,78.90,23.62,10.33,2.01,23.08,133.09,47.42,19.02
,,7.04,28.94,564.51,196.65,1.46,92.91,38.50,17.07,13.71,35.80,320.86,52.62,0.62
,,7.78,28.00,409.15,221.35,10.16,45.35,34.83,5.30,5.69,9.75,102.90,85.88,3.25
,,6.91,26.79,722.30,213.86,6.48,15.90,48.43,18.56,3.30,8.29,109.57,63.82,12.57
,,8.32,29.92,749.72,269.80,7.86,75.74,51.56,22.23,7.16,16.75,312.11,31.96,14.41
,,6.73,26.39,747.82,344.04,2.00,86.91,7.49,28.55,5.21,20.51,78.88,82.87,11.63
,,9.00,28.68,280.52,189.28,8.72,65.53,43.70,25.81,7.09,1.66,63.78,82.67,1.59
,,6.88,29.20,327.19,361.08,9.11,100.09,31.09,31.89,12.95,28.10,152.93,80.43,15.34
,,7.99,26.29,569.08,385.88,9.25,5.30,42.26,2.12,2.72,17.79,92.42,17.01,17.47
,,9.24,28.65,328.83,314.91,8.84,62.77,62.49,42.49,13.41,6.34,324.55,87.47,0.53
,,9.04,29.31,736.28,367.97,5.22,45.08,9.20,5.23,3.70,41.09,290.09,24.65,16.92
,,9.38,27.09,551.63,345.44,7.30,13.07,1.24,39.91,2.55,1.16,167.45,32.06,3.25
,,9.32,27.79,787.25,238.43,3.27,54.17,28.15,35.72,8.76,3.52,379.82,90.72,3.30
,,8.51,29.05,372.95,326.63,6.45,47.90,66.22,11.92,1.89,38.41,393.36,64.67,4.24
,,6.75,29.40,577.79,398.66,3.43,79.46,8.91,14.41,12.81,14.60,211.15,85.82,14.43
,,7.67,25.81,771.78,283.65,4.36,62.67,4.94,42.16,12.56,7.52,206.54,62.63,12.39
,,8.14,26.40,479.75,389.49,9.54,63.14,53.54,25.87,4.17,19.81,219.66,5.08,10.67
,,9.00,26.15,304.52,296.14,2.87,61.47,38.92,20.30,13.91,12.39,242.83,75.43,18.32
,,7.45,27.51,361.38,364.09,1.66,40.21,58.97,24.60,4.97,28.85,243.40,3.94,9.22
,,9.05,28.04,554.27,403.08,3.42,110.74,38.96,33.40,7.67,16.17,301.66,35.26,1.07
,,8.00,25.73,591.94,262.28,1.54,109.86,18.02,0.70,3.80,15.53,255.83,52.65,8.39
,,6.43,29.89,784.16,378.39,4.19,107.43,20.69,22.86,14.42,20.19,76.76,26.82,1.00
,,7.29,28.32,701.96,386.62,7.56,102.15,14.73,39.72,9.91,24.83,215.44,41.95,12.77
,,7.59,27.02,380.99,324.06,0.11,27.64,60.58,13.29,11.76,11.75,181.16,15.43,17.70
,,9.33,28.65,727.50,275.24,4.44,77.54,36.09,22.39,14.45,37.98,378.61,91.19,7.86
,,6.95,25.50,446.75,382.01,1.08,105.63,65.47,9.45,9.54,33.57,403.67,38.06,11.85
,,7.85,26.37,642.81,304.77,7.64,40.35,38.60,19.57,11.41,31.47,304.86,61.35,16.42
,,6.81,29.36,767.36,234.19,2.67,117.02,57.48,30.32,1.72,23.94,144.99,76.36,15.45
,,9.29,28.22,555.22,243.93,2.83,54.68,62.61,42.28,0.90,1.80,375.90,13.31,15.47
,,9.44,29.23,786.44,228.18,1.53,19.43,7.53,41.80,1.08,7.36,363.10,82.09,3.00
,,7.11,26.62,715.45,398.99,5.33,68.05,11.19,39.63,4.93,16.73,161.33,55.96,9.77
,,7.75,25.45,424.79,198.12,8.94,70.14,31.69,6.27,11.02,18.38,288.80,17.45,16.16
,,8.93,26.23,762.10,212.70,3.82,8.18,15.70,18.93,7.33,37.72,308.58,35.62,13.87
,,6.56,25.37,348.64,355.58,7.34,16.13,65.13,11.20,12.89,23.09,234.47,80.91,6.08
,,9.00,25.85,725.12,248.34,10.23,45.84,34.21,36.44,4.79,31.02,230.05,30.75,7.46
,,7.58,26.19,719.33,388.53,9.44,70.35,18.31,7.03,6.83,12.49,88.72,67.27,19.39
,,8.74,28.07,327.69,407.54,7.93,43.96,35.17,24.21,11.44,36.64,196.69,34.64,12.56
,,7.91,26.13,634.47,286.63,3.13,76.26,55.78,30.31,5.74,26.54,177.14,45.72,3.81
,,7.35,27.67,579.36,220.24,7.53,110.39,3.79,33.45,12.46,31.63,183.93,18.90,9.88
,,7.20,28.51,687.45,362.44,4.17,8.85,50.63,40.39,10.06,39.56,209.38,4.80,7.07
,,6.47,29.22,531.51,297.63,7.76,17.33,57.10,8.92,1.10,3.29,199.04,40.99,15.53
,,9.23,28.67,485.82,230.92,3.27,80.53,9.16,3.39,4.83,38.19,98.21,10.53,13.76
,,8.74,26.34,303.44,357.24,5.35,72.37,59.68,2.58,9.88,36.79,72.75,82.55,7.80
,,9.17,28.83,687.10,371.41,3.24,25.95,15.99,3.28,7.48,21.08,216.31,11.60,1.73
,,8.18,25.57,619.53,221.73,5.80,52.10,38.36,17.51,8.95,7.88,110.12,34.00,13.37
,,8.23,28.52,360.64,256.17,10.92,73.04,16.33,19.37,1.18,0.87,85.89,19.22,13.63
,,9.21,28.23,642.78,308.36,10.32,118.25,40.08,7.29,3.90,10.53,218.96,88.09,4.55
,,8.93,28.43,476.29,342.31,4.27,63.08,53.56,9.91,6.35,23.16,350.69,50.34,18.50
,,8.24,26.49,640.59,237.94,0.83,54.41,45.84,4.56,11.87,14.57,130.54,48.23,15.56
,,8.91,25.96,789.28,209.10,6.19,72.69,14.83,12.82,10.71,27.40,264.63,44.48,16.17
,,6.68,27.07,791.11,374.35,10.17,44.18,16.65,29.21,13.32,34.89,203.99,90.61,3.56
